Id,Action
4816,0.925
4817,0.997
4818,0.676
4819,1
4820,1
4821,0.992
4822,0.755
4823,0.998
4824,0.764
4825,0.363
4826,0.851
4827,0.81
4828,0.995
4829,0.986
4830,0.999
4831,1
4832,0.936
4833,0.999
4834,0.985
4835,0.635
4836,0.98
4837,0.896
4838,1
4839,0.912
4840,1
4841,0.952
4842,0.998
4843,0.352
4844,0.996
4845,0.999
4846,0.999
4847,0.998
4848,0.057
4849,0.994
4850,0.999
4851,0.997
4852,1
4853,0.991
4854,0.999
4855,0.985
4856,0.975
4857,0.926
4858,0.972
4859,0.999
4860,0.978
4861,1
4862,0.995
4863,0.999
4864,0.997
4865,0.685
4866,0.915
4867,0.992
4868,0.996
4869,0.955
4870,0.939
4871,0.998
4872,0.957
4873,0.998
4874,0.978
4875,0.995
4876,0.456
4877,0.921
4878,0.953
4879,0.958
4880,0.98
4881,0.7
4882,0.996
4883,0.891
4884,0.973
4885,0.994
4886,0.999
4887,0.973
4888,0.998
4889,0.998
4890,0.832
4891,1
4892,0.8
4893,0.958
4894,0.974
4895,1
4896,0.981
4897,0.944
4898,0.999
4899,0.998
4900,0.832
4901,0.931
4902,0.982
4903,0.996
4904,0.996
4905,0.992
4906,0.975
4907,0.93
4908,0.892
4909,0.995
4910,0.505
4911,0.997
4912,0.959
4913,0.996
4914,0.81
4915,0.936
4916,0.982
4917,0.985
4918,1
4919,0.989
4920,0.999
4921,0.042
4922,0.984
4923,0.772
4924,0.928
4925,0.979
4926,0.724
4927,0.998
4928,0.997
4929,0.972
4930,0.999
4931,0.998
4932,0.994
4933,0.997
4934,0.993
4935,0.991
4936,1
4937,0.965
4938,0.861
4939,0.991
4940,1
4941,1
4942,0.915
4943,0.917
4944,0.981
4945,1
4946,0.957
4947,0.976
4948,0.849
4949,0.999
4950,0.772
4951,0.991
4952,0.875
4953,0.991
4954,0.01
4955,0.998
4956,0.991
4957,0.994
4958,0.993
4959,0.998
4960,0.482
4961,0.99
4962,1
4963,0.944
4964,0.991
4965,0.938
4966,1
4967,0.934
4968,0.997
4969,0.412
4970,0.999
4971,0.99
4972,0.864
4973,0.999
4974,0.979
4975,0.947
4976,0.999
4977,0.991
4978,0.997
4979,0.992
4980,0.955
4981,0.997
4982,0.975
4983,0.993
4984,0.96
4985,0.999
4986,0.971
4987,0.755
4988,0.738
4989,0.656
4990,0.967
4991,0.998
4992,0.997
4993,1
4994,0.999
4995,0.963
4996,0.988
4997,0.904
4998,0.071
4999,0.98
5000,0.234
5001,0.926
5002,0.973
5003,1
5004,0.998
5005,0.999
5006,0.982
5007,0.962
5008,0.753
5009,0.991
5010,0.832
5011,0.92
5012,0.89
5013,0.897
5014,0.64
5015,0.996
5016,0.994
5017,0.888
5018,1
5019,0.997
5020,1
5021,0.869
5022,0.971
5023,0.998
5024,0.979
5025,0.942
5026,0.923
5027,1
5028,0.96
5029,1
5030,0.855
5031,0.974
5032,0.911
5033,0.973
5034,0.831
5035,0.997
5036,0.997
5037,0.984
5038,0.981
5039,0.98
5040,0.889
5041,0.992
5042,0.203
5043,0.961
5044,0.859
5045,0.948
5046,0.933
5047,0.986
5048,0.985
5049,0.994
5050,0.995
5051,0.758
5052,0.768
5053,0.998
5054,0.998
5055,0.998
5056,0.313
5057,0.956
5058,0.979
5059,0.865
5060,0.995
5061,0.986
5062,0.939
5063,0.977
5064,0.933
5065,0.95
5066,1
5067,0.943
5068,0.987
5069,0.691
5070,0.956
5071,1
5072,0.981
5073,0.991
5074,0.012
5075,0.51
5076,1
5077,0.936
5078,0.951
5079,0.987
5080,0.99
5081,0.996
5082,1
5083,0.998
5084,0.998
5085,0.958
5086,0.995
5087,0.99
5088,0.998
5089,1
5090,0.992
5091,0.623
5092,0.996
5093,0.856
5094,0.979
5095,0.991
5096,0.437
5097,0.59
5098,0.811
5099,0.732
5100,0.989
5101,0.982
5102,0.906
5103,0.369
5104,0.921
5105,0.919
5106,0.691
5107,0.937
5108,0.928
5109,0.996
5110,1
5111,0.982
5112,0.998
5113,0.998
5114,0.975
5115,0.98
5116,0.956
5117,0.802
5118,0.859
5119,0.994
5120,0.962
5121,0.996
5122,0.999
5123,0.993
5124,0.998
5125,0.997
5126,0.989
5127,0.837
5128,0.997
5129,0.97
5130,0.943
5131,0.963
5132,0.916
5133,0.977
5134,0.872
5135,1
5136,0.605
5137,0.006
5138,0.962
5139,1
5140,0.984
5141,0.971
5142,0.955
5143,0.048
5144,0.726
5145,0.087
5146,0.984
5147,0.964
5148,0.99
5149,1
5150,0.998
5151,0.989
5152,0.992
5153,0.994
5154,0.975
5155,0.995
5156,0.9
5157,0.661
5158,0.997
5159,0.995
5160,0.998
5161,0.967
5162,0.932
5163,0.996
5164,0.015
5165,0.979
5166,1
5167,0.993
5168,1
5169,0.982
5170,0.997
5171,1
5172,0.857
5173,0.991
5174,0.912
5175,0.893
5176,0.921
5177,0.785
5178,0.972
5179,0.999
5180,0.994
5181,0.994
5182,0.901
5183,0.998
5184,0.989
5185,0.939
5186,1
5187,0.665
5188,0.994
5189,0.809
5190,0.947
5191,0.843
5192,0.99
5193,0.996
5194,0.97
5195,0
5196,1
5197,0.968
5198,0.993
5199,0.965
5200,0.597
5201,0.967
5202,0.974
5203,1
5204,1
5205,0.896
5206,0.849
5207,0.992
5208,0.948
5209,0.873
5210,0.944
5211,0.995
5212,0.919
5213,0.969
5214,0.994
5215,0.988
5216,0.974
5217,0.629
5218,1
5219,0.998
5220,0.955
5221,0.824
5222,0.846
5223,0.981
5224,0.998
5225,0.938
5226,0.897
5227,0.943
5228,0.992
5229,0.863
5230,0.966
5231,0.019
5232,0.815
5233,0.932
5234,0.982
5235,0.966
5236,0.994
5237,0.996
5238,0.378
5239,0.857
5240,0.992
5241,0.999
5242,0.982
5243,0.965
5244,0.998
5245,0.993
5246,0.871
5247,0.991
5248,0.999
5249,1
5250,0.98
5251,0.228
5252,0.879
5253,0.985
5254,0.999
5255,1
5256,0.991
5257,0.952
5258,0.03
5259,0.996
5260,0.996
5261,0.695
5262,0.998
5263,0.92
5264,0.964
5265,0.982
5266,0.957
5267,0.973
5268,1
5269,0.761
5270,0.994
5271,0.996
5272,0.995
5273,0.956
5274,1
5275,0.999
5276,0.994
5277,0.875
5278,0.999
5279,0.907
5280,0.984
5281,0.995
5282,0.875
5283,1
5284,0.997
5285,0.997
5286,0.53
5287,0.244
5288,0.916
5289,0.998
5290,0.998
5291,0.993
5292,0.914
5293,0.999
5294,0.889
5295,0.8
5296,0.993
5297,0.945
5298,0.974
5299,0.968
5300,0.825
5301,0.984
5302,0.942
5303,0.993
5304,0.786
5305,0.895
5306,0.993
5307,0.996
5308,0.97
5309,0.998
5310,0.972
5311,0.999
5312,0.998
5313,0.999
5314,1
5315,0.96
5316,0.945
5317,0.967
5318,0.937
5319,0.975
5320,0.998
5321,0.015
5322,0.984
5323,0.979
5324,0.616
5325,0.846
5326,0.998
5327,0.919
5328,0.688
5329,0.999
5330,0.997
5331,0.997
5332,0.712
5333,0.999
5334,0.993
5335,0.999
5336,0.96
5337,0.932
5338,1
5339,1
5340,0.998
5341,0.98
5342,0.994
5343,0.977
5344,0.669
5345,0.975
5346,0.971
5347,0.865
5348,0.952
5349,0.942
5350,0.962
5351,0.999
5352,0.817
5353,0.984
5354,0.996
5355,0.98
5356,0.991
5357,0.997
5358,0.903
5359,0.996
5360,0.905
5361,0.994
5362,0.88
5363,0.984
5364,0.923
5365,0.999
5366,0.998
5367,0.995
5368,0.997
5369,0.969
5370,0.99
5371,0.89
5372,0.986
5373,0.973
5374,0.993
5375,0.958
5376,0.672
5377,0.407
5378,0.532
5379,0.971
5380,0.942
5381,0.993
5382,1
5383,1
5384,0.9
5385,1
5386,0.961
5387,0.942
5388,0.688
5389,0.998
5390,0.744
5391,0.974
5392,0.993
5393,0.991
5394,0.982
5395,0.576
5396,0.991
5397,0.832
5398,0.995
5399,0.988
5400,0.998
5401,0.76
5402,1
5403,0.881
5404,0.999
5405,0.998
5406,0.99
5407,0.998
5408,0.992
5409,0.898
5410,0.997
5411,0.995
5412,0.973
5413,0.991
5414,0.998
5415,0.649
5416,0.94
5417,0.977
5418,0.991
5419,0.987
5420,0.719
5421,0.989
5422,0.036
5423,1
5424,0.904
5425,0.975
5426,0.034
5427,0.999
5428,0.978
5429,0.943
5430,0.558
5431,0.636
5432,0.954
5433,0.989
5434,0.048
5435,0.994
5436,0.979
5437,0.982
5438,0.995
5439,1
5440,0.933
5441,0.852
5442,0.99
5443,0.985
5444,0.946
5445,0.807
5446,0.997
5447,0.98
5448,0.985
5449,1
5450,0.916
5451,0.806
5452,0.823
5453,0.999
5454,0.999
5455,0.963
5456,0.952
5457,1
5458,0.992
5459,0.999
5460,0.994
5461,0.957
5462,0.991
5463,0.994
5464,0.512
5465,0.904
5466,0.999
5467,0.987
5468,0.98
5469,0.993
5470,0.985
5471,0.976
5472,1
5473,0.83
5474,0.996
5475,0.95
5476,0.777
5477,0.988
5478,0.968
5479,0.902
5480,0.972
5481,0.043
5482,0.979
5483,0.988
5484,0.988
5485,0.997
5486,0.938
5487,0.989
5488,0.986
5489,0.705
5490,0.65
5491,0.999
5492,0.961
5493,0.998
5494,0.965
5495,0.953
5496,0.934
5497,0.996
5498,0.996
5499,1
5500,0.998
5501,0.985
5502,0.923
5503,0.999
5504,0.999
5505,0.975
5506,0.988
5507,0.986
5508,0.999
5509,0.994
5510,0.94
5511,0.999
5512,0.909
5513,0.986
5514,0.976
5515,0.978
5516,0.992
5517,1
5518,0.991
5519,0.996
5520,0.995
5521,0.971
5522,0.986
5523,0.993
5524,0.986
5525,0.993
5526,0.946
5527,0.972
5528,0.977
5529,0.736
5530,0.994
5531,0.991
5532,1
5533,0.997
5534,0.913
5535,0.993
5536,0.739
5537,1
5538,0.802
5539,0.644
5540,0.98
5541,0.931
5542,0.985
5543,0.987
5544,0.879
5545,0.997
5546,0.754
5547,0.824
5548,0.78
5549,0.983
5550,0.804
5551,0.975
5552,0.99
5553,0.998
5554,1
5555,0.952
5556,0.999
5557,0.993
5558,0.945
5559,0.523
5560,0.73
5561,0.943
5562,0.989
5563,0.439
5564,0.975
5565,0.946
5566,0.797
5567,0.161
5568,0.837
5569,0.874
5570,0.98
5571,1
5572,0.896
5573,0.002
5574,0.134
5575,0.877
5576,0.996
5577,0.992
5578,0.996
5579,0.999
5580,0.991
5581,0.997
5582,0.975
5583,0.991
5584,0.975
5585,0.982
5586,0.999
5587,0.937
5588,0.816
5589,1
5590,0.846
5591,1
5592,0.996
5593,0.998
5594,0.999
5595,0.701
5596,0.446
5597,0.979
5598,0.981
5599,0.987
5600,1
5601,1
5602,0.397
5603,0.32
5604,0.851
5605,0.267
5606,1
5607,1
5608,0.956
5609,0.982
5610,0.991
5611,0.313
5612,0.746
5613,0.982
5614,0.992
5615,0.989
5616,0.863
5617,0.394
5618,0.982
5619,0.996
5620,0.997
5621,0.998
5622,0.999
5623,0.971
5624,0.937
5625,0.966
5626,0.999
5627,0.994
5628,0.995
5629,0.869
5630,0.998
5631,0.981
5632,0.992
5633,0.998
5634,0.965
5635,1
5636,0.996
5637,0.991
5638,0.997
5639,0.985
5640,0.998
5641,0.99
5642,0.818
5643,0.994
5644,1
5645,0.979
5646,0.992
5647,0.945
5648,0.925
5649,0.984
5650,0.975
5651,0.996
5652,0.999
5653,0.579
5654,0.958
5655,0.893
5656,0.994
5657,0.99
5658,0.99
5659,0.82
5660,0.979
5661,0.871
5662,0.284
5663,0.959
5664,0.995
5665,0.955
5666,0.991
5667,0.997
5668,0.999
5669,0.975
5670,0.756
5671,0.693
5672,0.886
5673,0.781
5674,0.867
5675,0.986
5676,0.854
5677,0.995
5678,0.995
5679,0.698
5680,0.969
5681,0.997
5682,0.934
5683,0.99
5684,0.868
5685,0.999
5686,0.999
5687,0.981
5688,0.929
5689,0.906
5690,0.999
5691,0.798
5692,0.917
5693,0.993
5694,0.968
5695,0.936
5696,0.75
5697,0.993
5698,1
5699,0.985
5700,0.984
5701,0.744
5702,0.994
5703,0.965
5704,0.998
5705,0.566
5706,0.979
5707,0.986
5708,0.969
5709,0.999
5710,0.859
5711,0.995
5712,0.877
5713,0.993
5714,0.64
5715,0.978
5716,0.995
5717,0.852
5718,0.883
5719,0.545
5720,0.618
5721,0.972
5722,0.754
5723,0.905
5724,0.992
5725,0.919
5726,0.948
5727,1
5728,0.972
5729,1
5730,0.546
5731,0.992
5732,0.958
5733,0.992
5734,0.926
5735,0.992
5736,0.996
5737,0.987
5738,0.994
5739,0.996
5740,0.979
5741,0.689
5742,0.999
5743,0.988
5744,1
5745,0.967
5746,0.997
5747,0.971
5748,0.979
5749,0.799
5750,1
5751,0.988
5752,0.986
5753,0.994
5754,0.993
5755,0.999
5756,0.978
5757,0.999
5758,0.985
5759,0.995
5760,0.98
5761,0.744
5762,0.981
5763,0.998
5764,0.999
5765,0.394
5766,0.988
5767,0.993
5768,0.993
5769,0.987
5770,1
5771,0.999
5772,0.959
5773,0.991
5774,0.911
5775,0.977
5776,0.893
5777,0.98
5778,0.256
5779,0.972
5780,0.983
5781,0.979
5782,0.996
5783,0.964
5784,0.911
5785,0.918
5786,0.989
5787,0.979
5788,0.86
5789,0.973
5790,0.136
5791,1
5792,0.999
5793,0.988
5794,0.983
5795,0.734
5796,0.954
5797,0.551
5798,0.998
5799,0.991
5800,0.997
5801,0.992
5802,0.993
5803,0.983
5804,0.992
5805,0.997
5806,0.942
5807,0.948
5808,0.856
5809,0.986
5810,0.924
5811,0.987
5812,0.89
5813,0.9
5814,0.978
5815,0.995
5816,0.99
5817,0.995
5818,0.128
5819,0.759
5820,0.997
5821,0.999
5822,0.931
5823,0.987
5824,0.969
5825,0.988
5826,0.974
5827,0.981
5828,0.997
5829,0.996
5830,0.858
5831,0.988
5832,0.992
5833,0.824
5834,1
5835,0.911
5836,0.931
5837,0.996
5838,0.921
5839,1
5840,0.915
5841,0.999
5842,0.992
5843,1
5844,0.958
5845,0.999
5846,0.994
5847,1
5848,0.999
5849,0.967
5850,0.744
5851,0.988
5852,1
5853,0.997
5854,0.937
5855,0.985
5856,0.966
5857,0.879
5858,1
5859,0.712
5860,0.968
5861,0.956
5862,0.998
5863,0.97
5864,0.966
5865,0.997
5866,0.996
5867,0.946
5868,0.26
5869,0.983
5870,0.975
5871,0.995
5872,0.96
5873,0.971
5874,0.861
5875,0.898
5876,0.888
5877,0.974
5878,0.973
5879,1
5880,0.998
5881,0.871
5882,0.036
5883,0.869
5884,0.904
5885,0.918
5886,0.983
5887,0.976
5888,0.995
5889,0.959
5890,0.945
5891,0.997
5892,0.934
5893,0.907
5894,0.862
5895,0.721
5896,0.926
5897,0.997
5898,0.992
5899,0.974
5900,0.974
5901,0.915
5902,0.999
5903,0.981
5904,0.212
5905,0.941
5906,0.988
5907,1
5908,0.898
5909,0.903
5910,0.992
5911,0.948
5912,0.987
5913,0.904
5914,0.999
5915,0.357
5916,0.92
5917,0.973
5918,0.927
5919,0.998
5920,0.942
5921,0.691
5922,0.795
5923,0.884
5924,0.884
5925,0.999
5926,0.691
5927,0.901
5928,0.972
5929,0.998
5930,0.99
5931,0.959
5932,0.735
5933,0.997
5934,0.992
5935,0.958
5936,0.986
5937,0.996
5938,1
5939,0.998
5940,0.989
5941,0.998
5942,0.966
5943,0.988
5944,0.969
5945,0.993
5946,0.995
5947,0.453
5948,0.906
5949,0.791
5950,0.749
5951,0.936
5952,0.968
5953,1
5954,0.986
5955,0.79
5956,0.996
5957,0.999
5958,0.984
5959,0.998
5960,0.998
5961,0.984
5962,0.997
5963,0.98
5964,0.994
5965,0.944
5966,0.993
5967,0.978
5968,0.993
5969,0.837
5970,0.785
5971,0.995
5972,0.997
5973,0.995
5974,0.923
5975,0.995
5976,0.706
5977,0.996
5978,0.956
5979,0.998
5980,0.997
5981,0.706
5982,0.896
5983,0.99
5984,0.9
5985,0.995
5986,0.999
5987,1
5988,0.84
5989,0.993
5990,0.997
5991,0.992
5992,0.996
5993,0.882
5994,0.993
5995,0.962
5996,0.987
5997,0.981
5998,1
5999,0.992
6000,0.998
6001,0.05
6002,1
6003,0.998
6004,0.815
6005,0.983
6006,0.913
6007,0.997
6008,1
6009,0.999
6010,0.836
6011,0.986
6012,0.949
6013,0.988
6014,0.741
6015,0.995
6016,0.999
6017,0.927
6018,0.965
6019,0.948
6020,0.998
6021,0.959
6022,0.985
6023,0.884
6024,1
6025,0.821
6026,0.999
6027,0.959
6028,0.953
6029,0.99
6030,0.993
6031,0.979
6032,0.962
6033,0.953
6034,0.313
6035,0.998
6036,0.999
6037,0.993
6038,0.805
6039,0.965
6040,0.971
6041,0.996
6042,0.973
6043,0.967
6044,0.984
6045,0.982
6046,0.987
6047,0.586
6048,0.997
6049,0.997
6050,0.968
6051,0.927
6052,0.263
6053,0.982
6054,1
6055,0.98
6056,1
6057,0.901
6058,0.916
6059,1
6060,0.991
6061,0.842
6062,0.576
6063,0.74
6064,0.948
6065,0.985
6066,0.928
6067,0.995
6068,1
6069,0.807
6070,0.859
6071,0.948
6072,0.935
6073,0.997
6074,0.937
6075,0.987
6076,0.911
6077,0.993
6078,0.995
6079,0.907
6080,0.999
6081,0.999
6082,0.976
6083,0.971
6084,1
6085,0.976
6086,0.893
6087,0.254
6088,0.998
6089,0.994
6090,0.997
6091,0.997
6092,0.932
6093,0.96
6094,0.921
6095,0.893
6096,0.94
6097,0.915
6098,0.999
6099,0.939
6100,0.997
6101,0.907
6102,0.823
6103,0.877
6104,0.982
6105,0.899
6106,0.99
6107,0.997
6108,0.995
6109,0.999
6110,1
6111,0.988
6112,1
6113,0.036
6114,0.943
6115,0.872
6116,0.924
6117,0.837
6118,0.996
6119,1
6120,0.999
6121,0.927
6122,0.982
6123,0.013
6124,1
6125,0.895
6126,0.911
6127,0.999
6128,0.843
6129,0.989
6130,0.99
6131,1
6132,0.88
6133,0.987
6134,0.951
6135,0.693
6136,0.999
6137,0.318
6138,0.97
6139,0.946
6140,0.936
6141,0.983
6142,0.959
6143,0.996
6144,0.998
6145,0.986
6146,0.935
6147,0.697
6148,0.931
6149,0.984
6150,0.983
6151,0.998
6152,0.935
6153,0.996
6154,0.996
6155,0.964
6156,0.991
6157,0.987
6158,1
6159,0.999
6160,0.513
6161,0.922
6162,0.996
6163,0.998
6164,0.999
6165,0.996
6166,0.375
6167,0.897
6168,0.993
6169,0.005
6170,0.995
6171,1
6172,0.997
6173,0.88
6174,0.974
6175,0.982
6176,0.999
6177,0.997
6178,0.249
6179,0.964
6180,0.969
6181,0.98
6182,0.973
6183,0.926
6184,0.989
6185,0.457
6186,0.982
6187,0.996
6188,0.992
6189,0.983
6190,0.982
6191,0.996
6192,0.825
6193,0.996
6194,0.976
6195,0.993
6196,0.908
6197,0.935
6198,0.995
6199,0.962
6200,0.98
6201,0.915
6202,0.995
6203,0.967
6204,0.985
6205,0.738
6206,1
6207,0.987
6208,0.998
6209,1
6210,0.972
6211,1
6212,0.904
6213,0.162
6214,1
6215,0.558
6216,0.912
6217,0.811
6218,0.986
6219,0.994
6220,0.968
6221,0.975
6222,0.994
6223,0.708
6224,0.944
6225,0.69
6226,0.931
6227,1
6228,0.985
6229,0.997
6230,0.856
6231,0.199
6232,0.998
6233,1
6234,0.996
6235,0.9
6236,0.923
6237,0.873
6238,0.997
6239,0.952
6240,0.707
6241,1
6242,0.999
6243,0.998
6244,0.998
6245,0.75
6246,0.993
6247,0.991
6248,0.945
6249,0.988
6250,0.606
6251,0.988
6252,0.989
6253,0.898
6254,0.999
6255,0.993
6256,0.947
6257,0.989
6258,0.862
6259,0.715
6260,0.314
6261,0.912
6262,0.932
6263,0.929
6264,0.981
6265,0.963
6266,0.992
6267,0.947
6268,0.889
6269,0.981
6270,0.979
6271,0.991
6272,0.998
6273,0.916
6274,0.912
6275,1
6276,1
6277,0.999
6278,0.978
6279,0.996
6280,0.994
6281,0.865
6282,0.996
6283,1
6284,0.986
6285,1
6286,0.954
6287,1
6288,0.978
6289,0.901
6290,0.994
6291,0.962
6292,0.949
6293,0.947
6294,0.999
6295,0.806
6296,0.997
6297,0.994
6298,0.99
6299,0.982
6300,0.989
6301,0.956
6302,0.997
6303,0.95
6304,0.914
6305,0.994
6306,0.986
6307,0.995
6308,0.998
6309,1
6310,0.884
6311,0.963
6312,0.962
6313,0.972
6314,0.107
6315,0.901
6316,0.945
6317,0.892
6318,0.516
6319,0.819
6320,0.996
6321,0.98
6322,0.874
6323,0.455
6324,1
6325,0.843
6326,0.997
6327,0.809
6328,0.997
6329,0.99
6330,0.999
6331,0.98
6332,0.969
6333,0.971
6334,0.974
6335,1
6336,0.996
6337,0.949
6338,1
6339,0.924
6340,0.973
6341,0.99
6342,0.997
6343,0.993
6344,0.774
6345,0.995
6346,0.998
6347,0.991
6348,0.979
6349,1
6350,0.9
6351,0.979
6352,0.947
6353,0.905
6354,0.191
6355,0.992
6356,0.993
6357,0.981
6358,0.996
6359,0.89
6360,0.943
6361,0.995
6362,0.999
6363,0.989
6364,0.999
6365,0.939
6366,0.983
6367,1
6368,0.91
6369,0.999
6370,0.997
6371,0.92
6372,0.505
6373,0.973
6374,0.996
6375,0.842
6376,0
6377,0.859
6378,0.985
6379,0.946
6380,0.988
6381,0.983
6382,0.882
6383,0.997
6384,0.767
6385,0.996
6386,0.968
6387,0.998
6388,0.964
6389,0.95
6390,0.974
6391,0.989
6392,0.992
6393,0.999
6394,0.659
6395,1
6396,0.999
6397,0.993
6398,0.954
6399,0.935
6400,0.992
6401,1
6402,0.951
6403,1
6404,0.9
6405,0.82
6406,0.837
6407,0.949
6408,0.983
6409,0.459
6410,0.925
6411,0.985
6412,0.875
6413,0.992
6414,0.997
6415,0.968
6416,0.96
6417,0.998
6418,0.986
6419,0.999
6420,0.984
6421,0.755
6422,0.985
6423,0.996
6424,0.978
6425,0.983
6426,0.973
6427,0.36
6428,0.992
6429,0.998
6430,0.907
6431,0.872
6432,0.961
6433,0.992
6434,0.995
6435,0.991
6436,0.875
6437,0.99
6438,0.987
6439,0.187
6440,0.948
6441,0.991
6442,0.976
6443,1
6444,0.763
6445,0.997
6446,0.963
6447,0.887
6448,0.966
6449,0.827
6450,0.855
6451,0.803
6452,1
6453,1
6454,0.916
6455,0.938
6456,0.984
6457,0.961
6458,0.968
6459,0.995
6460,0.999
6461,0.98
6462,0.572
6463,0.999
6464,0.98
6465,0.102
6466,0.19
6467,1
6468,0.991
6469,0.936
6470,0.931
6471,0.908
6472,0.946
6473,0.999
6474,0.995
6475,0.725
6476,0.948
6477,0.997
6478,0.957
6479,0.998
6480,0.933
6481,0.979
6482,0.866
6483,0.975
6484,0.84
6485,0.914
6486,1
6487,0.999
6488,0.993
6489,0.967
6490,0.994
6491,0.989
6492,0.997
6493,0.869
6494,0.977
6495,0.999
6496,0.999
6497,0.956
6498,0.997
6499,0.069
6500,0.56
6501,0.997
6502,0.303
6503,0.997
6504,0.998
6505,1
6506,1
6507,0.956
6508,0.972
6509,0.953
6510,0.983
6511,0.983
6512,0.99
6513,0.997
6514,0.469
6515,1
6516,0.996
6517,0.998
6518,0.958
6519,0.425
6520,0.991
6521,0.987
6522,0.995
6523,0.987
6524,0.925
6525,0.976
6526,1
6527,0.949
6528,0.966
6529,0.891
6530,0.829
6531,0.999
6532,0.995
6533,0.998
6534,0.625
6535,0.998
6536,0.172
6537,0.962
6538,0.584
6539,0.993
6540,0.995
6541,0.952
6542,0.793
6543,0.987
6544,0.878
6545,0.956
6546,0.992
6547,0.955
6548,0.996
6549,1
6550,0.885
6551,0.553
6552,0.99
6553,0.994
6554,0.987
6555,0.948
6556,0.998
6557,0.784
6558,1
6559,0.882
6560,0.996
6561,0.998
6562,1
6563,0.989
6564,0.975
6565,0.95
6566,0.985
6567,0.931
6568,0.928
6569,0.783
6570,0.999
6571,0.063
6572,0.995
6573,0.998
6574,1
6575,0.869
6576,0.598
6577,0.999
6578,0.978
6579,0.917
6580,0.993
6581,0.086
6582,0.989
6583,0.935
6584,0.994
6585,1
6586,0.996
6587,0.865
6588,0.126
6589,0.989
6590,0.09
6591,0.974
6592,0.992
6593,0.534
6594,0.998
6595,0.994
6596,0.721
6597,0.953
6598,0.799
6599,0.987
6600,0.782
6601,0.907
6602,0.835
6603,0.979
6604,0.999
6605,0.987
6606,0.998
6607,0.986
6608,0.13
6609,0.907
6610,0.985
6611,0.998
6612,0.999
6613,0.863
6614,0.974
6615,1
6616,0.995
6617,0.749
6618,0.993
6619,0.982
6620,0.993
6621,0.992
6622,0.991
6623,0.917
6624,0.975
6625,0.85
6626,0.996
6627,0.94
6628,0.631
6629,0.797
6630,0.985
6631,0.168
6632,0.966
6633,0.9
6634,0.979
6635,0.716
6636,0.991
6637,0.58
6638,0.871
6639,0.971
6640,0.877
6641,0.983
6642,1
6643,0.999
6644,0.902
6645,0.989
6646,0.998
6647,0.999
6648,0.912
6649,0.97
6650,0.99
6651,0.925
6652,0.989
6653,0.253
6654,0.23
6655,0.925
6656,0.993
6657,0.926
6658,0.977
6659,0.855
6660,0.996
6661,0.992
6662,1
6663,0.949
6664,1
6665,0.998
6666,0.995
6667,0.996
6668,0.434
6669,0.892
6670,0.987
6671,0.934
6672,0.97
6673,1
6674,0.982
6675,0.991
6676,0.995
6677,0.688
6678,0.969
6679,0.954
6680,0.747
6681,0.978
6682,0.964
6683,0.978
6684,0.992
6685,0.875
6686,0.72
6687,0.997
6688,0.896
6689,0.875
6690,0.944
6691,0.991
6692,0.946
6693,0.919
6694,0.886
6695,0.999
6696,1
6697,0.996
6698,0.909
6699,0.717
6700,0.889
6701,0.983
6702,0.946
6703,0.115
6704,0.998
6705,0.938
6706,0.733
6707,0.987
6708,0.942
6709,0.995
6710,0.915
6711,0.989
6712,0.576
6713,0.591
6714,0.404
6715,0.999
6716,0.968
6717,0.995
6718,0.917
6719,0.981
6720,0.991
6721,0.954
6722,0.914
6723,0.997
6724,0.995
6725,0.958
6726,0.997
6727,0.947
6728,1
6729,0.998
6730,1
6731,0.888
6732,0.996
6733,0.996
6734,0.985
6735,0.994
6736,0.914
6737,0.938
6738,0.812
6739,0.061
6740,0.882
6741,0.984
6742,0.978
6743,0.977
6744,0.993
6745,0.597
6746,0.989
6747,0.983
6748,0.993
6749,0.996
6750,0.963
6751,0.894
6752,0.01
6753,1
6754,0.999
6755,0.997
6756,0.757
6757,0.983
6758,0.938
6759,0.997
6760,0.743
6761,0.992
6762,0.998
6763,0.993
6764,0.875
6765,0.996
6766,0.994
6767,0.988
6768,0.965
6769,0.933
6770,0.949
6771,0
6772,0.977
6773,0.982
6774,0.688
6775,0.965
6776,0.997
6777,0.886
6778,0.995
6779,1
6780,0.998
6781,1
6782,1
6783,1
6784,0.999
6785,0.011
6786,0.997
6787,0.958
6788,0.707
6789,0.995
6790,0.944
6791,0.9
6792,0.953
6793,0.995
6794,0.961
6795,0.862
6796,0.998
6797,1
6798,0.882
6799,0.233
6800,0.996
6801,0.967
6802,1
6803,0.994
6804,0.998
6805,0.998
6806,0.217
6807,0.971
6808,0.982
6809,0.999
6810,0.973
6811,0.993
6812,0.946
6813,0.979
6814,0.998
6815,0.992
6816,0.985
6817,0.979
6818,0.942
6819,0.996
6820,0.936
6821,0.985
6822,0.989
6823,0.768
6824,0.999
6825,0.949
6826,0.981
6827,0.975
6828,1
6829,0.763
6830,0.983
6831,0.933
6832,0.965
6833,0.992
6834,0.982
6835,1
6836,0.998
6837,0.988
6838,0.964
6839,0.999
6840,0.998
6841,0.835
6842,0.963
6843,1
6844,0.985
6845,0.956
6846,0.967
6847,0.679
6848,0.918
6849,0.99
6850,0.983
6851,0.944
6852,0.994
6853,1
6854,0.912
6855,0.886
6856,0.965
6857,0.7
6858,0.256
6859,0.964
6860,0.998
